,ID,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
651,652,5538.67,6265.19,4344.86,5894.24,1498.06,5176.51,4449.86,5186.63,5138.94,6050.33,482.674,6071.84,5194.79,5359.8,4688.7,430.116,876.938,3204.83,3826.74,3963.48,2274.78,373.867,353.942,330.043,4606.43,2082.4,374.914
652,653,606.012,1477.82,279.423,608.208,1095.07,861.839,1200.83,490.95,829.232,1090.44,462.213,819.861,549.191,601.193,833.45,754.131,1366.07,1293.74,1374.85,844.28,1660.09,369.47,420.778,414.672,1187.05,529.62,1222.48
653,654,6222.43,2565.97,4392.07,5016.27,395.968,1635.73,701.63,5099.11,7489.72,6313.68,2458.27,7309.51,6857.55,2143.5,7377.28,990.422,5307.35,3120.9,802.458,2519.28,1248.86,4650.81,611.562,799.019,6488.96,2323.84,5922.08
654,655,7063.11,4465.02,6419.82,6191.86,5928.93,6116.88,6054.47,5637.3,7390.46,5697.22,1363.36,3926.38,2420.35,2742.95,2589.46,1358.46,1656.24,6266.55,2801.0,4624.06,562.304,1119.08,2007.03,440.027,7272.73,6102.9,7675.54
655,656,992.945,602.101,310.62,763.611,743.078,575.884,-687.079,720.6,661.58,302.274,427.627,514.501,557.139,983.713,807.099,637.904,462.628,1265.72,837.216,1207.98,492.197,276.563,331.364,198.114,-16.8683,507.382,418.446
656,657,889.79,1439.59,273.262,1440.76,591.293,1638.72,491.197,291.834,1032.93,541.258,266.427,481.131,467.485,387.983,914.811,1782.02,1209.99,1753.38,836.164,2083.49,1260.73,280.629,323.497,311.016,1758.42,340.794,1632.28
657,658,2044.9,2721.55,2694.09,2582.98,1775.23,2062.23,2413.96,2681.93,2510.08,3059.94,611.477,2663.65,2613.66,2877.58,3282.79,430.238,1284.94,5180.3,3409.25,3164.02,2037.73,414.983,586.295,615.95,4648.91,4507.64,404.129
658,659,1520.65,1177.36,447.546,768.219,994.755,713.09,1087.51,588.388,1119.86,931.001,594.945,1262.01,1254.62,1296.99,1074.33,537.472,1630.33,2157.49,1688.51,1771.0,1455.99,1380.24,1428.98,1159.99,864.373,832.872,440.584
659,660,6534.65,6094.74,5985.67,6160.09,530.287,4639.75,4938.6,6272.82,5819.0,5133.93,990.258,4619.1,5163.47,51.4417,6124.08,2920.39,4545.54,5910.23,1784.74,5569.51,4980.24,5400.46,1088.34,532.542,5909.95,2932.95,7010.81
660,661,2759.15,978.58,1257.57,1522.18,1836.92,1639.55,2105.56,1133.54,2977.58,3138.77,707.088,3481.7,2233.21,2294.18,577.563,1825.79,2057.95,2125.37,1038.79,2445.83,1176.63,1572.19,285.364,291.304,2608.06,3950.98,2849.75
661,662,6896.21,5585.06,7530.21,6202.04,784.82,2527.99,5222.2,6745.66,6023.44,819.885,640.868,7474.69,1071.42,7969.51,711.284,658.898,3973.0,4185.34,6760.52,5270.12,534.394,2546.24,845.967,3101.02,6975.44,4656.14,713.759
662,663,1163.09,756.904,551.892,678.035,464.352,770.726,864.429,1078.02,559.647,467.146,650.033,1295.0,748.945,1127.7,558.395,1367.93,1352.62,1103.37,1131.1,862.647,690.955,389.158,863.892,975.532,125.323,1436.8,1493.4
663,664,4604.83,4127.98,3460.18,3101.55,2804.19,2039.88,3722.71,3575.03,2839.44,5124.32,3499.26,4797.03,5099.27,6072.6,5064.75,1072.48,2826.01,5301.18,3832.75,3669.48,378.391,3244.31,4300.47,3070.03,3164.51,4505.82,435.051
664,665,1202.11,698.947,384.642,586.324,810.749,787.735,1122.55,1311.66,1782.78,1110.68,572.19,1926.25,1828.07,1545.84,751.44,523.466,1732.21,657.443,2071.6,2141.99,2004.31,1471.93,1100.14,893.256,2322.19,2364.16,1789.96
665,666,3030.52,1478.32,1483.33,1466.31,2433.47,1714.66,2412.45,1950.08,3016.34,2440.48,615.992,1696.95,2361.76,3228.04,2373.78,562.858,1817.84,492.192,1606.02,2159.09,2143.87,2296.46,663.2,1294.98,2348.83,2159.59,2339.48
666,667,2757.05,468.418,2014.14,2067.66,1997.79,1666.03,2150.8,1962.72,1923.23,2012.26,499.526,2310.56,1504.09,2533.03,2057.85,1623.42,2471.52,2416.54,1679.05,2375.37,1044.94,1674.62,461.623,268.835,2082.18,1911.22,2636.42
667,668,2298.77,2777.81,2822.71,2811.01,2819.08,2988.91,2993.86,3272.03,2883.16,1487.73,353.754,3035.79,2894.87,1977.82,375.499,1002.3,1341.44,3091.61,941.083,1472.09,2385.1,966.196,1071.2,647.645,3467.2,477.174,524.589
668,669,7866.85,5983.79,8196.42,7897.19,1308.8,7900.6,2955.57,5421.09,1238.02,7968.83,523.264,1565.87,701.686,1137.15,3059.73,1160.12,7395.71,5976.63,6124.57,8430.74,7014.24,1246.17,2125.4,409.028,7745.99,1821.77,681.276
669,670,4523.56,4480.33,3628.83,3917.64,4269.23,3440.1,3892.04,2227.92,3669.33,3491.35,951.768,3718.57,2569.7,2824.82,4272.13,548.702,2578.79,1514.39,4231.94,3672.64,3377.93,1449.06,2065.9,1080.43,1544.42,3607.29,435.244
670,671,2870.02,3308.98,3176.31,3104.52,3004.37,3180.5,3186.37,719.885,2810.84,1296.15,496.318,1307.79,2939.08,3693.22,1470.04,597.312,1516.55,3553.25,1035.34,1279.95,2447.26,1000.24,911.928,510.451,3538.32,1297.28,385.52
671,672,1090.66,434.674,244.61,1170.41,785.733,677.314,613.387,445.213,1034.74,1156.1,410.752,1083.75,469.593,1112.75,936.242,472.118,749.077,749.797,23.331,1194.58,275.53,297.42,354.32,297.514,434.704,858.905,399.823
672,673,2402.99,2076.07,1821.9,1543.76,2367.3,1636.6,1659.91,1539.19,1632.34,1373.46,432.679,1731.82,1615.37,1760.83,1760.17,440.975,515.086,1708.78,1669.76,1785.12,617.076,407.679,460.107,279.377,1832.8,567.197,682.089
673,674,1001.57,2816.53,3447.62,5296.37,934.901,5234.81,2976.13,3303.27,2190.2,2716.44,468.223,957.961,550.718,600.086,468.654,551.658,3280.88,3349.53,2864.82,2728.34,4832.08,2846.01,3395.88,1269.59,1556.54,1712.82,856.412
674,675,3602.32,2871.04,2849.7,3093.53,698.987,3608.47,3047.45,3274.58,2765.42,3113.06,2108.67,3148.29,2982.05,2364.46,3890.38,1206.66,2406.09,3182.47,3007.08,2792.59,2814.45,2024.02,2927.04,1326.48,3097.45,2498.18,789.764
675,676,6323.23,2201.92,5175.63,6454.15,505.797,5496.11,1095.65,6616.0,1774.28,4513.93,1776.4,913.278,2067.7,1140.43,365.842,3999.65,2278.53,655.848,5060.95,2824.39,1260.6,493.233,521.212,1046.07,5863.92,938.143,5124.39
676,677,3368.69,3561.93,4057.93,3342.63,1272.2,3221.96,4013.23,3596.81,4194.14,2333.58,1179.31,3047.31,3397.9,1964.16,2926.92,1061.56,1363.1,3552.08,1257.8,3678.31,3867.67,3606.97,3905.1,786.021,3821.68,2138.08,1864.57
677,678,5500.49,5523.83,7136.64,7498.8,515.228,2422.4,3438.04,43.5665,3622.23,431.788,2940.21,4204.33,5072.87,4012.69,4012.44,1030.19,4403.68,4053.31,2506.93,3665.05,3659.16,2479.99,539.864,278.705,3699.52,420.589,910.735
678,679,5185.43,4853.13,6643.28,3734.12,820.419,5853.25,4935.6,5518.67,5998.83,523.246,2842.81,1783.65,2177.59,3782.66,683.172,1084.76,7290.07,6930.75,5831.5,5402.3,5154.99,1713.37,1053.33,283.69,6673.87,421.98,612.348
679,680,4365.01,5251.54,5420.59,2527.82,3142.62,6809.17,7489.01,6820.21,867.09,6473.26,1015.89,3379.24,2991.78,754.367,334.063,1195.22,3317.9,2180.47,5300.6,2302.01,3321.1,2835.27,3027.3,1591.76,7893.98,567.659,5010.97
680,681,2996.23,3163.52,4320.85,4339.81,1317.38,1620.18,1617.06,8176.5,7588.0,5730.59,457.96,1021.66,611.238,815.602,434.551,479.124,6694.18,3900.88,1947.32,1047.28,3278.98,1599.14,5914.25,2189.55,8090.73,915.007,644.039
681,682,6573.42,3820.06,2431.01,3083.4,3153.68,3672.9,4085.61,4413.55,4469.15,2408.09,1059.93,5253.12,2020.75,5181.03,2930.55,580.838,2361.16,7391.0,5021.38,1789.22,4083.41,6635.6,327.838,650.822,6645.32,3707.67,446.862
682,683,2893.45,4727.88,4576.42,1861.1,2322.93,7808.85,7148.64,7523.16,2859.22,787.094,1379.04,4671.83,306.109,3877.84,429.722,902.622,5234.04,5606.86,4585.22,4117.44,4245.62,4522.92,1570.59,527.148,3702.82,488.626,1541.19
683,684,5663.53,3425.05,4074.25,5008.99,506.72,6089.4,822.98,894.394,4654.44,728.712,1161.61,4879.33,919.23,636.92,2462.41,2862.03,4514.14,5241.48,4140.44,562.911,4412.89,541.574,981.966,772.077,5421.73,709.598,6104.13
684,685,2005.48,2451.71,2156.7,1921.93,2758.93,957.727,1395.95,1599.67,2709.22,1571.92,2307.77,1154.51,2502.13,2003.58,315.829,980.107,1867.26,2368.9,2726.11,1153.33,1655.84,665.125,2209.18,1758.87,1792.18,754.653,1393.05
685,686,1825.31,5626.97,798.821,4672.54,3203.34,3147.35,3707.64,7243.48,2030.84,4985.69,1277.29,1048.92,2343.37,568.42,184.076,621.164,2881.02,1422.09,2181.22,5055.62,3405.45,2215.95,685.485,1388.2,7683.6,1094.97,3027.67
686,687,5817.6,1013.46,3702.24,4348.22,644.096,6766.14,1344.81,2644.93,5767.84,4260.59,448.402,1765.47,2211.46,700.294,1114.46,2811.33,3249.26,2870.69,4013.51,636.165,3366.96,425.97,678.349,750.614,6697.37,720.271,4792.39
687,688,6770.81,1352.69,2039.15,5106.62,2316.03,3318.22,6808.37,7839.99,3510.5,6426.83,1114.69,1000.75,1633.01,739.222,196.368,638.025,4115.39,1986.94,1003.08,1261.99,5091.96,2719.77,2819.18,868.121,7884.71,586.755,5019.93
688,689,3040.03,5217.55,4831.12,5165.36,672.722,7691.67,2190.85,7158.66,800.435,2875.67,492.694,2361.86,3216.93,1723.2,3054.68,1359.79,3212.16,4516.72,2240.43,4985.06,3988.22,355.633,415.213,689.103,6593.77,725.735,2347.43
689,690,2433.11,4838.67,1904.46,706.42,1036.97,7398.81,6800.05,6971.5,2119.52,1089.16,2626.33,3567.58,723.805,601.307,3708.3,1098.69,2965.77,5521.89,4201.64,4432.59,4459.53,4639.39,639.557,319.271,3725.71,3139.88,501.731
690,691,4021.46,3597.86,2947.09,3528.75,496.933,6810.35,1344.88,765.188,5389.47,893.584,1902.65,2407.61,864.154,627.99,3767.78,3315.17,3632.68,3230.75,2983.72,934.224,4230.61,529.549,883.01,847.697,6034.81,689.592,3428.41
691,692,2359.88,5541.55,489.639,2821.37,789.796,3659.0,5230.38,7959.53,7217.27,6761.23,915.525,2176.92,2881.42,715.264,243.238,978.059,2287.68,1378.63,2338.68,6949.43,4139.0,2551.14,4342.85,2767.03,4970.23,623.516,2939.9
692,693,7092.06,6856.02,5322.54,6044.84,682.344,6068.75,5340.34,1573.72,2234.22,1412.16,454.801,1253.83,421.629,749.838,917.64,1117.25,4909.89,5957.17,1428.43,5214.72,5282.26,708.112,3494.8,740.969,6720.7,398.475,7327.31
693,694,2119.14,2950.98,2485.32,2472.86,2113.42,5419.81,6973.84,8223.06,6152.94,2170.2,689.316,2017.68,377.567,767.596,246.246,1146.71,2230.57,1340.45,2668.38,3169.91,3101.6,2489.72,604.166,645.497,6520.42,347.922,1128.14
694,695,2913.93,3771.73,2306.74,4751.99,2338.64,5953.87,6089.17,6273.38,2432.37,2932.89,1413.06,2566.73,3820.73,1101.72,248.46,1236.17,3077.44,2396.74,4670.55,4380.21,2792.45,2304.41,2599.62,3872.79,5420.53,594.823,2553.65
695,696,5298.51,1036.26,3392.73,3457.77,3393.49,4157.64,4179.93,3394.01,5050.78,1440.8,580.88,5074.03,1429.94,3167.25,6404.57,1768.12,4995.39,5554.95,3226.59,3812.28,2530.96,862.413,3779.45,3943.54,3861.65,1397.82,654.996
696,697,7188.64,6958.15,7304.59,7328.15,415.13,1754.54,5845.45,775.575,4307.93,1038.99,2403.58,4166.61,5035.47,3746.34,1869.26,1000.11,6892.2,7292.26,3313.08,7491.74,6227.83,3026.32,494.623,328.298,7118.21,490.391,6676.32
697,698,7609.29,1772.64,3039.62,4093.35,803.318,6733.04,1661.33,844.38,626.133,4536.82,1005.7,2430.37,2575.53,2810.05,3637.56,711.926,3340.24,2806.08,1630.23,4792.01,3975.22,325.073,2207.07,444.185,7155.99,1858.61,3972.43
698,699,1394.92,2469.77,3368.67,2051.12,646.375,1183.85,6733.55,8275.49,8054.09,6912.37,481.898,953.513,465.335,844.262,477.834,530.54,6642.86,6179.74,1973.25,1941.62,1333.05,2335.32,1496.16,675.389,8090.99,794.945,1532.56
699,700,2556.55,4606.67,5963.79,4560.11,492.344,6828.72,345.108,2010.85,2647.52,1083.7,1669.87,2535.69,1008.92,990.973,1372.46,1950.5,1420.71,1812.22,1141.49,6113.77,707.017,596.517,6691.85,690.908,5670.36,4471.95,319.831
700,701,5896.07,3391.77,3890.4,1289.25,2700.92,7786.69,7619.59,6924.04,1600.72,1937.08,1529.89,1541.13,279.839,1000.09,314.643,1090.29,3988.51,2745.02,1215.21,4279.74,4416.22,3777.99,726.492,526.979,7263.97,358.635,3297.09
701,702,7004.27,7133.94,4534.23,5190.27,4616.12,2339.87,1050.57,5253.15,3741.68,2361.97,1286.24,6475.31,6237.86,6722.74,3142.1,901.902,3821.71,8003.74,6919.38,4286.41,3017.53,2800.44,3176.66,3945.73,3793.52,4125.36,1666.42
702,703,5341.13,5344.88,1469.78,1275.9,3535.68,7018.71,6620.01,7064.73,4931.88,4469.79,1663.38,3015.66,4742.95,1057.67,198.976,1205.46,3984.36,4857.14,5765.95,5702.54,4306.39,2486.11,6072.76,5434.26,4900.57,705.934,6048.46
703,704,6404.4,5162.03,2361.07,2785.64,747.147,5135.19,5047.23,5927.61,3351.79,6160.97,5572.06,3999.28,952.714,602.289,5427.74,3325.45,5049.81,5162.05,4450.19,3926.83,4411.04,6903.54,509.809,354.271,1456.37,5683.48,1825.51
704,705,3112.21,3517.73,3649.94,5159.67,1099.1,7537.71,7141.71,6189.93,2341.08,463.574,963.651,1679.15,2345.36,3799.56,624.524,1099.05,3444.72,3298.16,3377.8,3125.78,3070.05,1523.7,1081.86,305.214,5615.82,353.828,345.078
705,706,5502.58,4280.45,443.727,3324.17,2553.38,3329.33,231.155,2157.09,578.147,7765.98,2948.29,1405.6,4456.4,1066.77,2461.03,795.199,6499.85,4061.93,3675.52,4423.87,5963.98,4055.34,1793.27,923.063,7464.92,454.98,4891.24
706,707,5443.35,5636.71,5454.7,5062.22,857.646,7023.73,3606.6,5411.62,3341.97,381.079,1616.13,1731.37,2362.92,3147.51,704.741,1213.82,5725.39,5148.59,5583.29,6586.61,5825.41,1566.11,707.412,310.897,6501.47,436.959,947.281
707,708,4640.7,834.757,3572.68,3693.43,723.539,6719.31,744.772,6646.69,3361.46,606.962,248.761,2008.7,838.607,705.398,2387.81,2845.79,2963.11,3716.83,3297.93,526.276,4023.26,407.004,759.643,820.719,7021.71,927.589,3562.37
708,709,2997.74,3842.4,6661.09,904.54,876.202,5553.18,4021.61,4251.39,5232.84,521.584,3292.73,1810.38,1987.17,3296.16,873.48,1114.05,7043.96,6948.07,6109.4,7010.8,6501.01,1677.6,1063.97,307.584,4805.6,456.492,924.122
709,710,7434.93,3986.57,2072.23,2124.73,2590.83,3963.83,2865.5,4491.96,4806.19,3957.05,2257.36,1692.37,4512.98,4892.92,904.273,971.471,2017.22,5254.87,4974.32,2428.61,792.205,2102.33,1778.72,4962.4,5771.44,6242.3,700.698
710,711,3396.62,1414.24,7362.2,2913.13,5923.6,7255.3,7221.2,1791.71,2695.82,4235.41,1493.68,3949.82,4814.49,855.855,234.063,2009.52,4741.46,4011.53,4637.57,4568.92,4574.89,2403.53,3425.44,5742.64,7451.41,580.404,4981.45
711,712,5646.73,4374.67,5739.92,5730.56,2885.76,6336.06,1105.19,5496.79,7086.66,861.582,730.432,6127.71,3476.67,4246.27,5133.57,1428.78,4115.77,4922.54,3619.48,5125.28,2320.58,972.872,3872.59,2233.72,5664.37,1575.83,775.53
712,713,4565.88,4797.46,3784.48,4712.11,354.601,6994.58,5749.83,704.626,3713.89,4863.89,1714.12,3750.08,746.224,2263.96,1320.48,1374.3,4571.37,1738.52,7088.0,2526.85,6212.0,3817.62,7554.08,994.371,5006.56,4760.83,3786.97
713,714,3159.35,1731.22,1377.2,2489.44,1997.13,5531.56,7094.99,6397.85,7007.87,3106.02,603.954,2611.07,4223.77,680.268,242.815,717.627,4817.78,1774.57,1572.84,1555.67,3344.72,986.234,6399.58,5088.12,7202.58,589.279,794.521
714,715,5323.4,6296.08,5139.36,5970.27,4775.81,4347.83,4105.88,5282.7,4762.59,5311.43,773.426,6204.13,4874.69,1602.83,5113.97,631.924,3562.98,1400.17,5514.23,5690.56,4840.02,3641.03,612.573,412.346,5340.81,4255.37,389.791
715,716,7079.7,5998.39,997.753,5820.96,755.76,6137.67,6066.76,6755.5,4399.67,5625.55,743.255,3581.03,2680.67,1195.73,926.536,1030.46,3903.66,6467.31,6492.45,1742.24,3037.66,1148.24,1597.9,1033.28,3561.77,444.535,7247.88
716,717,2933.45,4706.6,6138.89,3335.27,3613.4,6533.36,6211.98,6352.56,1130.6,3304.88,1217.87,3240.77,3745.51,780.933,311.627,1696.99,2658.77,3291.71,5101.64,3866.19,4976.91,3345.67,769.561,5422.22,7006.32,508.145,4430.62
717,718,2353.0,5719.17,4034.63,5266.0,6490.4,3161.37,1018.19,609.434,1521.27,1708.68,349.819,1431.59,3071.93,391.156,1771.38,1730.54,2232.43,4718.6,4179.99,3965.5,5662.0,6114.98,805.501,1997.34,1485.76,-57.4546,1526.26
718,719,2676.28,5104.97,246.404,3384.07,2894.6,2850.98,5369.11,7189.69,7961.0,4883.64,487.54,2411.93,433.138,1442.01,188.144,1013.3,1649.99,2254.52,4400.42,4325.01,3323.2,1283.94,3626.81,808.791,7839.2,447.612,4711.02
719,720,2625.92,4369.65,3762.46,3738.72,1042.87,6306.54,5782.57,6506.45,6134.45,4693.8,1453.29,5051.37,4065.08,1632.11,5603.72,1097.54,1134.97,4049.75,1695.38,3407.66,3362.45,3625.45,5678.45,2221.83,6269.15,1687.45,1952.26
720,721,7222.15,7237.72,5982.5,6816.97,2103.85,6773.43,2890.82,7078.53,305.981,630.89,5494.96,3127.16,437.004,3608.55,7379.53,1145.52,7269.07,7611.93,6525.83,6746.83,4177.1,2587.11,1543.73,303.259,3237.83,1775.31,1972.72
721,722,4519.27,7145.06,3489.8,5823.81,5778.79,4217.33,365.568,1174.84,1480.09,4067.52,2366.93,4269.93,1631.57,947.825,553.631,2728.8,4905.48,6222.05,3560.54,4201.99,3693.92,749.751,1014.73,2771.75,3156.38,472.153,4721.96
722,723,2082.09,5863.19,1486.75,1991.24,1654.27,6579.22,7365.32,5658.63,3702.76,1612.76,679.218,2663.4,2543.7,786.303,-3.9518,903.864,1571.12,6337.91,5239.2,3807.95,2912.03,1483.94,6453.03,4981.16,6655.35,663.684,2056.1
723,724,5213.29,4096.05,727.677,4294.35,683.56,5810.89,3948.0,2592.57,567.172,4676.11,1891.44,1351.59,2781.79,3275.09,1712.44,985.067,2825.99,4421.71,2272.18,5266.03,5005.02,809.536,561.402,423.938,4345.05,1798.67,5098.07
724,725,7115.51,4010.15,3233.24,4521.11,826.958,6179.32,326.918,6680.95,4602.79,483.727,581.991,503.225,1314.41,639.957,4982.93,2931.66,4574.25,3997.09,3709.88,509.768,4922.85,587.297,5780.43,492.784,5843.0,632.49,5069.47
725,726,2554.32,2935.79,2826.94,3592.09,3638.14,6184.64,409.932,6787.19,4309.79,2324.46,1202.36,3088.72,3217.34,391.864,808.806,2680.62,2254.5,2495.53,2053.77,1855.72,3190.27,2428.65,3330.41,984.943,2787.54,2504.98,1375.49
726,727,6202.47,3659.66,3470.12,5979.43,659.974,6531.11,345.07,7188.72,624.79,459.191,347.269,501.79,828.738,677.647,4492.26,2348.4,4061.08,1232.85,4499.6,432.925,4674.93,315.821,2726.8,596.835,6105.16,969.503,5215.63
727,728,5664.94,5521.43,6546.19,6584.76,751.003,6159.59,5030.51,7551.15,1909.68,543.298,699.216,4523.1,382.241,2665.7,1285.59,856.63,3209.88,2671.26,4691.39,5460.51,4418.55,557.927,739.478,619.084,6947.13,444.095,3502.25
728,729,2698.62,3844.37,6147.17,6930.94,6600.9,2111.42,5137.86,3707.07,1062.99,509.052,996.212,6078.29,3582.56,5260.6,4321.35,632.985,3288.55,7043.57,5575.21,2004.0,2749.39,2844.14,284.235,583.405,6892.82,790.672,511.35
729,730,7245.07,4417.1,758.702,4318.12,1024.34,5182.47,4828.61,5729.72,3233.24,3329.01,1739.22,4030.58,1771.1,1366.96,609.077,1074.66,4702.86,7050.31,6783.1,4758.71,3008.71,1045.56,1864.94,1045.0,4130.97,507.209,7556.68
730,731,4442.14,3247.37,571.771,3789.54,1004.32,4921.08,3706.73,7878.34,2937.24,3463.55,947.85,2482.73,1292.62,2334.04,3749.6,802.276,2710.57,2078.05,936.219,3567.29,2979.51,300.999,1011.89,488.343,6207.73,1668.24,2224.73
731,732,4860.24,6967.4,7601.5,7624.83,6814.63,4947.68,2367.78,2717.01,3548.77,4906.13,4496.3,5431.69,4625.33,2704.76,3900.74,3147.22,3497.53,5413.28,3132.5,6693.48,5536.95,388.768,803.379,570.716,2706.84,1728.37,744.388
732,733,3150.83,3074.06,2472.33,3282.28,2619.55,3861.01,7059.35,7565.05,1898.7,4257.32,906.721,1322.8,1934.72,1048.39,207.929,934.735,5782.78,4528.51,2402.34,2397.73,2567.69,898.687,5604.24,819.18,5451.27,348.953,2455.57
733,734,6180.54,2461.41,6155.44,6418.56,395.903,7579.97,2066.8,7294.85,2989.87,3124.37,1312.6,689.519,2707.64,1033.75,1222.76,4206.62,3145.63,1841.8,5375.34,5818.58,5365.16,461.405,786.752,1290.01,6554.77,1073.94,7332.21
734,735,6247.35,2424.49,754.79,3820.49,3389.59,3287.24,1487.65,4658.92,4241.86,3849.87,1234.79,1836.55,5093.16,5485.47,850.473,663.362,3257.48,5717.14,6199.1,2134.52,2845.72,2797.36,311.77,601.667,5926.07,3413.77,529.504
735,736,2675.72,5505.7,5620.78,4910.53,1917.86,7636.27,614.471,4650.06,3111.19,-1721.72,814.386,2707.89,4922.59,397.155,776.808,1902.02,4122.68,5879.04,4165.53,3613.68,5418.59,3110.84,2656.25,841.556,2944.46,2097.63,880.148
736,737,4526.37,5591.94,4641.76,5398.5,1045.83,7384.58,7282.84,6773.04,997.136,492.371,3887.89,5402.66,860.189,4661.95,1705.31,812.073,6023.32,6632.65,5983.62,6161.32,4729.33,2317.29,2038.3,486.698,5359.98,659.793,1122.05
737,738,2446.11,4580.7,4679.2,3837.12,1200.44,2341.12,2613.74,1548.29,2791.99,3132.58,373.892,819.959,455.053,701.002,495.365,508.747,2916.42,3868.1,2717.2,3361.37,2575.23,2176.83,921.668,687.371,1912.45,868.819,592.849
738,739,6836.05,5335.96,1546.18,4547.39,1245.33,4601.77,6571.32,7179.94,2923.77,6216.88,1698.73,1145.6,4385.3,1313.6,288.72,776.541,4355.72,5494.86,4588.45,6101.15,5302.36,1510.76,6860.94,1156.55,6230.04,701.377,5296.24
739,740,6596.85,6464.14,6567.66,6514.33,5505.22,5553.3,6290.53,6847.89,7032.39,6905.58,762.1,7299.44,6097.59,5806.8,6753.36,658.075,4083.67,1643.58,5847.49,6052.67,5322.47,4395.9,653.785,533.398,6967.44,5598.13,354.716
740,741,4581.3,5314.28,5186.43,1907.69,3446.81,7636.42,7504.11,7344.17,4623.93,802.789,1976.71,5050.97,311.594,2535.25,429.469,947.56,5310.27,5507.94,4818.56,5160.71,5538.83,6692.13,1792.36,535.741,5017.82,487.486,1146.78
741,742,5424.7,4867.65,3957.02,6321.48,7401.2,7735.48,6995.32,4934.85,3451.37,1318.78,1000.42,4567.45,4519.74,3325.83,5004.96,2518.55,3297.13,5188.85,3867.99,3999.75,4521.84,488.711,1197.42,491.468,2237.66,1578.8,818.006
742,743,7121.15,2775.72,822.111,3602.06,506.103,3352.03,6412.73,7733.52,1696.27,7108.06,853.2,968.33,1990.34,1054.8,147.072,752.443,6532.0,5954.69,3132.93,2446.7,5643.82,3139.79,2671.51,617.751,6825.38,418.963,3783.78
743,744,5815.11,1641.92,2950.18,2995.22,708.445,1548.95,990.926,7801.56,1999.15,2469.53,2170.79,1883.18,861.308,1072.65,513.978,3586.95,3026.78,497.957,1864.71,1957.14,1103.34,385.329,1547.86,857.158,6728.84,1095.58,1292.15
744,745,3360.57,4804.0,4624.26,3686.69,567.704,6630.46,6762.77,3901.0,2090.44,1286.43,847.107,1260.77,358.85,909.916,992.027,954.091,4918.8,5836.77,2468.21,5032.26,4853.16,1562.32,2499.41,817.892,5702.95,378.725,6021.88
745,746,4833.37,3785.59,1491.1,7078.16,6816.74,7288.26,4773.61,1872.64,804.382,-306.272,344.323,1296.3,333.811,362.32,1018.73,1812.54,3069.39,4759.37,3502.88,5876.58,5732.51,5208.83,1327.17,2541.98,701.036,-675.325,52.2587
746,747,6138.49,4468.19,3865.88,4032.66,4125.24,4190.69,5344.71,5851.69,6209.6,5411.94,4707.69,3943.23,4783.64,6784.09,5369.74,1040.18,2970.14,4208.16,3112.15,3002.59,1385.14,3147.19,4265.14,2689.91,5866.7,6275.89,492.04
747,748,3556.69,6994.0,7014.34,3453.41,1649.46,5257.65,6814.74,7799.35,3455.79,4260.87,959.811,1607.35,3159.08,1075.69,8.09768,1096.7,2008.89,6681.58,6157.71,4008.66,3110.03,1864.86,2535.61,1027.45,5680.2,211.886,4315.34
